1,0.053000,1.251649,0.025000
2,0.113000,1.556214,0.025000
3,0.169000,1.828448,0.025000
4,0.235000,1.978196,0.000000
5,0.305000,2.102391,0.025000
6,0.385000,2.094018,0.000000
7,0.454000,2.102533,0.025000
8,0.520000,1.709354,0.500000
9,0.606000,2.000000,0.500000
10,0.680000,2.000000,0.500000
11,0.755000,1.950520,0.500000
12,0.832000,2.000000,0.500000
13,0.905000,2.000000,0.500000
14,0.981000,2.000000,0.500000
15,1.061000,1.975000,0.500000
16,1.133000,1.975000,0.500000
17,1.225000,1.975000,0.500000
18,1.299000,1.975000,0.500000
19,1.376000,1.975000,0.500000
20,1.452000,1.975000,0.500000
21,1.531000,1.975000,0.500000
22,1.605000,1.975000,0.500000
23,1.678000,1.975000,0.500000
24,1.750000,1.975000,0.500000
25,1.833000,1.975000,0.500000
26,1.910000,1.950000,0.500000
27,1.986000,1.950000,0.500000
28,2.062000,1.950000,0.500000
29,2.138000,1.950000,0.500000
30,2.215000,1.950000,0.500000
31,2.293000,0.425000,0.925000
32,2.371000,0.425000,0.925000
33,2.449000,0.425000,0.925000
34,2.525000,0.425000,0.925000
35,2.601000,0.424989,0.950000
36,2.677000,0.424990,0.950000
37,2.754000,0.424989,0.950000
38,2.833000,0.424989,0.950000
39,2.910000,0.424989,0.950000
40,2.986000,0.424988,0.950000
41,3.061000,0.424988,0.950000
42,3.136000,0.424988,0.950000
43,3.219000,0.424988,0.950000
44,3.324000,0.424987,0.950000
45,3.420000,0.424987,0.950000
46,3.497000,0.424987,0.950000
47,3.579000,0.424987,0.950000
48,3.718000,0.424987,0.950000
49,3.816000,0.424986,0.950000
50,3.905000,0.424986,0.950000
51,3.981000,0.424986,0.950000
52,4.059000,0.424986,0.950000
53,4.151000,0.424986,0.950000
54,4.231000,0.424986,0.950000
55,4.305000,0.424985,0.950000
56,4.381000,0.424985,0.950000
57,4.457000,0.424985,0.950000
58,4.552000,0.424985,0.950000
59,4.634000,0.424985,0.950000
60,4.714000,0.424985,0.950000
61,4.791000,0.424985,0.950000
62,4.867000,0.424985,0.950000
63,4.944000,0.424985,0.950000
64,5.019000,0.424984,0.950000
65,5.095000,0.424984,0.950000
66,5.172000,0.424984,0.950000
67,5.249000,0.424984,0.950000
68,5.332000,0.424984,0.950000
69,5.420000,0.424984,0.950000
70,5.495000,0.424984,0.950000
71,5.609000,0.424984,0.950000
72,5.684000,0.424984,0.950000
73,5.761000,0.424984,0.950000
74,5.838000,0.424983,0.950000
75,5.913000,0.424983,0.950000
76,5.989000,0.424983,0.950000
77,6.065000,0.424983,0.950000
78,6.141000,0.424983,0.950000
79,6.217000,0.424983,0.950000
80,6.292000,0.424983,0.950000
81,6.367000,0.424982,0.950000
82,6.442000,0.424982,0.950000
83,6.517000,0.424978,0.950000
84,6.594000,0.424979,0.950000
85,6.668000,0.424979,0.950000
86,6.743000,0.424980,0.950000
87,6.819000,0.424980,0.950000
88,6.895000,0.424980,0.950000
89,6.971000,0.424980,0.950000
90,7.048000,0.424980,0.950000
91,7.124000,0.424981,0.950000
92,7.199000,0.424981,0.950000
93,7.275000,0.424981,0.950000
94,7.351000,0.424981,0.950000
95,7.428000,0.424981,0.950000
96,7.504000,0.424981,0.950000
97,7.582000,0.424981,0.950000
98,7.659000,0.424981,0.950000
99,7.736000,0.424981,0.950000
100,7.812000,0.424981,0.950000
